datetime_stamp,filename,raw_overlap,lhood_overlap,loglhood_overlap,total_marks,after_marks,total_row
# mp_d1_w0_a05_n400_rad25  pam=1   (startrow =4320 for all unless stated)
2017-02-07 11:56,stm_sb_modified.csv,"[8, 8, 48]","[1, 0, 8]","[1, 0, 1]",13,10,31485
2017-02-07 11:57,stm_kontroll02 (edited).csv,"[0, 0, 38]","[0, 0, 0]","[0, 0, 0]",0,0,24536
2017-02-07 11:59,stm_kontroll05 (edited).csv,"[0, 0, 30]","[0, 0, 8]","[0, 0, 1]",0,0,21669
#
# mp_h1_d0_w1_a008_n375_rad3_bst1_pam2_mix.py (MEAN step=5)
2017-02-07 13:20,stm_aasane01_03_modified.csv,"[0, 0, 1]","[0, 0, 2]","[0, 0, 2]",5,3,23244
2017-02-07 13:21,stm_aasane16_modified.csv,"[0, 0, 0]","[1, 3, 10]","[0, 1, 2]",7,6,22147
2017-02-07 13:22,stm_aasane18_modified.csv,"[0, 0, 0]","[0, 0, 1]","[0, 0, 1]",4,4,25910
2017-02-07 13:24,stm_fusa04 (edited).csv,"[0, 0, 0]","[0, 0, 5]","[0, 0, 2]",0,0,47133
2017-02-07 13:25,stm_sb_modified.csv,"[0, 0, 0]","[1, 0, 3]","[1, 0, 2]",13,10,31485
2017-02-07 13:26,stm_kontroll02 (edited).csv,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,24536
2017-02-07 13:27,stm_kontroll05 (edited).csv,"[0, 0, 2]","[0, 0, 5]","[0, 0, 3]",0,0,21669
#
# mp_h0_d0_w1_a008_n375_rad0_bst1_pam1_mix.py (MEAN step=5)
2017-02-08 09:36,stm_aasane01_03_modified.csv,"[1, 0, 4]","[1, 4, 24]","[1, 1, 5]",5,3,23244
2017-02-08 09:37,stm_aasane16_modified.csv,"[0, 2, 5]","[0, 1, 3]","[0, 1, 2]",7,6,22147
2017-02-08 09:38,stm_aasane18_modified.csv,"[0, 0, 5]","[0, 0, 24]","[0, 0, 5]",4,4,25910
2017-02-08 09:40,stm_fusa04 (edited).csv,"[0, 0, 2]","[0, 0, 24]","[0, 0, 4]",0,0,47133
2017-02-08 09:42,stm_sb_modified.csv,"[1, 1, 2]","[1, 18, 24]","[1, 4, 6]",13,10,31485
2017-02-08 09:43,stm_kontroll02 (edited).csv,"[0, 0, 1]","[0, 0, 8]","[0, 0, 4]",0,0,24536
2017-02-08 09:44,stm_kontroll05 (edited).csv,"[0, 0, 6]","[0, 0, 14]","[0, 0, 9]",0,0,21669
#
# mp_h0_d0_w1_a008_n375_rad0_bst1_pam1_mix (SPECIAL sliding window MEAN size=5)
2017-02-08 10:50,stm_aasane01_03_modified.csv,"[1, 0, 3]","[1, 19, 85]","[1, 4, 17]",5,3,23244
2017-02-08 10:55,stm_aasane16_modified.csv,"[0, 0, 3]","[0, 0, 24]","[0, 0, 3]",7,6,22147
2017-02-08 11:01,stm_aasane18_modified.csv,"[0, 0, 8]","[0, 0, 38]","[0, 0, 13]",4,4,25910
2017-02-08 11:12,stm_fusa04 (edited).csv,"[0, 0, 3]","[0, 0, 94]","[0, 0, 3]",0,0,47133
2017-02-08 11:19,stm_sb_modified.csv,"[0, 2, 5]","[1, 11, 75]","[1, 1, 19]",13,10,31485
2017-02-08 11:25,stm_kontroll02 (edited).csv,"[0, 0, 3]","[0, 0, 47]","[0, 0, 13]",0,0,24536
#
# mp_h0_d0_w0_a008_n375_rad0_bst1_pam2_newswarm (SPECIAL sliding window MEAN size=5)
2017-02-08 11:37,stm_aasane01_03_modified.csv,"[0, 1, 2]","[1, 4, 41]","[1, 2, 17]",5,3,23244
2017-02-08 11:43,stm_aasane16_modified.csv,"[0, 0, 0]","[0, 0, 30]","[0, 0, 8]",7,6,22147
2017-02-08 11:51,stm_aasane18_modified.csv,"[0, 0, 6]","[1, 1, 47]","[0, 1, 17]",4,4,25910
2017-02-08 12:08,stm_fusa04 (edited).csv,"[0, 0, 0]","[0, 0, 65]","[0, 0, 14]",0,0,47133
2017-02-08 12:20,stm_sb_modified.csv,"[1, 0, 6]","[1, 9, 54]","[1, 0, 15]",13,10,31485
2017-02-08 12:28,stm_kontroll02 (edited).csv,"[0, 0, 4]","[0, 0, 49]","[0, 0, 10]",0,0,24536
2017-02-08 12:36,stm_kontroll05 (edited).csv,"[0, 0, 3]","[0, 0, 37]","[0, 0, 15]",0,0,21669
#
# mp_h0_d0_w0_a009_n375_rad0_bst2_pam3_newswarm.py (MEAN step=5)
2017-03-17 15:58,stm_aasane01_03_modified.csv,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",5,3,23244
2017-03-17 16:11,stm_aasane01_03_modified.csv,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",5,3,23244
#
# mp_h0_d0_w0_a008_n238_rad0_bst1_pam2_newdateswm
2017-04-08 16:13,stm_aasane01_03_modified.csv,"[3, 15, 145]","[1, 17, 77]","[1, 5, 19]",5,3,23244
2017-04-08 16:23,stm_aasane16_modified.csv,"[2, 4, 69]","[0, 0, 20]","[0, 0, 8]",7,6,22147
2017-04-08 16:35,stm_aasane18_modified.csv,"[3, 3, 199]","[1, 0, 46]","[1, 0, 9]",4,4,25910
2017-04-08 16:52,stm_fusa04 (edited).csv,"[0, 0, 130]","[0, 0, 77]","[0, 0, 18]",0,0,47133
2017-04-08 17:04,stm_sb_modified.csv,"[8, 21, 249]","[1, 9, 62]","[1, 3, 18]",13,10,31485
#
# mp_h1_d0_w0_a0095_n200_rad30_bst1_pam2
2017-04-08 17:55,stm_aasane01_03_modified.csv,"[2, 1, 120]","[1, 7, 91]","[0, 1, 17]",5,3,23244
2017-04-08 18:03,stm_aasane16_modified.csv,"[3, 8, 107]","[1, 1, 51]","[1, 0, 9]",7,6,22147
2017-04-08 18:14,stm_aasane18_modified.csv,"[3, 6, 234]","[0, 4, 43]","[0, 1, 5]",4,4,25910
2017-04-08 18:31,stm_fusa04 (edited).csv,"[0, 0, 161]","[0, 0, 87]","[0, 0, 24]",0,0,47133
2017-04-08 18:43,stm_sb_modified.csv,"[8, 22, 253]","[2, 2, 71]","[0, 0, 12]",13,10,31485
2017-04-08 19:46,stm_aasane_short.csv,"[2, 1, 23]","[1, 0, 20]","[1, 0, 6]",2,2,3997
#
# upgraded script
2017-04-09 14:50,stm_aasane16_modified.csv,"[1, 6, 36]","[2, 1, 106]","[1, 1, 26]",7,7,22147
2017-04-09 14:59,stm_aasane16_modified.csv,"[6, 18, 339]","[2, 5, 57]","[0, 2, 14]",7,7,22147
2017-04-09 15:08,stm_aasane18_modified.csv,"[0, 1, 56]","[1, 5, 89]","[1, 1, 16]",4,4,25910
2017-04-09 15:18,stm_aasane18_modified.csv,"[3, 6, 428]","[0, 1, 36]","[0, 0, 6]",4,4,25910
