,test,alg,acc,mcc,kap,auc,geo,iba,TN,FP,FN,TP,pr,re,f1,sp,pca,poly,ksel,exs,feats,tvars,time
203,21,3,0.986,0.0,0.0,0.5,0.0,0.0,292,0,4,0,0.97,0.99,0.98,296,100,0,40,986,222,13,28.46
204,21,4,0.986,0.0,0.0,0.5,0.0,0.0,292,0,4,0,0.97,0.99,0.98,296,100,0,40,986,222,13,28.46
205,21,5,0.973,0.014,0.014,0.493,0.0,0.0,288,4,4,0,0.97,0.97,0.97,296,100,0,40,986,222,13,28.46
206,21,6,0.986,0.0,0.0,0.5,0.0,0.0,292,0,4,0,0.97,0.99,0.98,296,100,0,40,986,222,13,28.46
207,21,7,0.949,0.023,0.02,0.481,0.0,0.0,281,11,4,0,0.97,0.95,0.96,296,100,0,40,986,222,13,28.46
208,21,8,0.986,0.0,0.0,0.5,0.0,0.0,292,0,4,0,0.97,0.99,0.98,296,100,0,40,986,222,13,28.46
209,21,9,0.986,0.0,0.0,0.5,0.0,0.0,292,0,4,0,0.97,0.99,0.98,296,100,0,40,986,222,13,28.46
210,22,0,0.986,0.0,0.0,0.5,0.0,0.0,292,0,4,0,0.97,0.99,0.98,296,100,0,80,986,222,13,28.73
211,22,1,0.483,0.061,0.014,0.368,0.349,0.119,142,150,3,1,0.97,0.48,0.64,296,100,0,80,986,222,13,28.73
212,22,2,0.5,0.057,0.013,0.623,0.61,0.382,145,147,1,3,0.98,0.5,0.65,296,100,0,80,986,222,13,28.73
213,22,3,0.483,0.004,0.001,0.491,0.491,0.242,141,151,2,2,0.97,0.48,0.64,296,100,0,80,986,222,13,28.73
214,22,4,0.598,0.035,0.01,0.426,0.388,0.145,176,116,3,1,0.97,0.6,0.74,296,100,0,80,986,222,13,28.73
215,22,5,0.5,0.0,0.0,0.5,0.5,0.25,146,146,2,2,0.97,0.5,0.66,296,100,0,80,986,222,13,28.73
